measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2006,87.55559468208652,153.08666201676556,45.129457823446835
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2006,4.651447095363868,8.41126917036352,2.3579762205078456
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Latent tuberculosis infection,Rate,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2004,3827.700770841977,4553.706928523174,3254.4498042593495
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2006,698.9216496253338,752.5145133966082,637.0150259724179
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2016,699.3028522210801,758.5643674472655,640.7972235454522
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2006,64.01854127227232,111.16808584114384,29.873349775494905
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2006,3.8275206586594708,7.358312856048642,1.859530764065918
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2006,239.4718999329035,455.377478751812,105.42788903006432
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2004,759.8773753544973,818.6966121988753,686.4135651050725
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2004,70.7139719454188,125.93291004646552,33.453491953389275
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2004,3.8263872129306136,7.35911739979162,1.8540650951402158
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2004,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2006,3.8399546889877976,7.965676142994763,1.5430974017037058
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2007,3332.4977983172257,3955.058632617446,2809.198860939887
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Tuberculosis,Rate,2016,442.2692507810065,483.40625173995477,410.2865767888428
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2005,732.1049851240144,793.0445988716423,667.2133958045455
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2007,231.3922995740271,440.5735018438311,100.88635673253611
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2016,0.18409433703565978,0.34549944363910523,0.08567809172482323
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2016,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Tuberculosis,Rate,2016,2454.5712377335544,2812.747343335851,2153.28198598434
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2007,949.7631451406521,1030.850532465025,849.2064627204132
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2007,83.76969857054091,145.5588749516194,43.068315553779975
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2007,4.701324021844634,8.436319807463676,2.412600299124101
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Latent tuberculosis infection,Rate,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2005,67.9532922081814,116.86164533262874,32.30819366143614
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2005,3.899336851370669,7.522896397833468,1.8939076130472243
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2005,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2007,3.992742327538922,8.21799448973891,1.605696873588119
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2007,661.0048208965208,710.2289987152398,605.5504613152501
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2017,671.6247252731179,731.5475320999316,614.6386478230094
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2007,60.01439731494844,104.02138152392226,28.39595135374546
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2007,3.829463716833646,7.235183005957976,1.8705442479356873
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2008,631.5239816024348,680.588440664598,577.4596166392399
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2008,56.76098739228512,100.1432559402335,27.358414427470215
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2008,3.835340917422106,6.893318413455355,1.8234423203905274
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2017,0.17453364437993305,0.3336668937870467,0.08150706360693905
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2017,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Tuberculosis,Rate,2017,2351.425220296626,2689.429885488076,2064.4317954074254
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Tuberculosis,Rate,2017,421.13039243208635,465.25453090616867,390.8304848881906
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2009,156.96097802185727,177.54041640101192,130.78677794562572
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2007,182.2819070471046,207.86584368328005,150.67375556392864
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Tuberculosis,Rate,2007,33.15672300844988,35.53590192516445,31.027733651830825
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Tuberculosis,Rate,2009,29.527357522884483,31.62067252160172,27.464349594787596
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2009,1793.9144312621104,1952.7768470637845,1610.9514631748457
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2009,159.1943194702192,291.44978658707237,71.87226661853845
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2009,6.358248821656116,12.408833397836416,2.593310059264472
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2018,646.6383764098891,707.3653031939299,589.5738488355292
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2008,171.48789476405548,195.16176802985126,140.89426821727105
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Tuberculosis,Rate,2008,31.415858242651385,33.63258718457465,29.28116096878594
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2007,238.39883931550438,249.96189828476008,226.67197872942887
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2010,146.00875404142735,165.82947167577007,123.10247536153271
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2007,47.02557748197163,74.7692842020947,27.987246874620073
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2007,9.09135478642816,15.280906201951252,4.863768545176227
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2018,0.17066320769857732,0.3349636559935381,0.0763040769260359
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2018,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Tuberculosis,Rate,2018,2245.316249244856,2578.448058762552,1959.9030863925345
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Tuberculosis,Rate,2018,404.979458383529,451.81745281165263,372.9093067448357
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Tuberculosis,Rate,2010,27.864401559935303,29.87733748070604,25.787878958732826
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2008,1908.1866420638694,2077.5758804111147,1719.33313646163
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2008,167.95096682298674,306.9560863547289,79.09701585909593
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2008,6.370454891220849,12.827156236340524,2.6857567732744982
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2011,135.30386329170236,152.54115133785697,113.66385454157275
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2010,1705.6771014485823,1861.9318275772705,1527.762099277479
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2010,153.66478843001298,297.09559658855545,65.05146908236334
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2010,6.444853316353799,12.497697238369112,2.659174566971528
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Tuberculosis,Rate,2011,26.385765225562867,28.413626663619798,24.303506870516774
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2007,30.769941130755214,33.06057867747162,28.19620587833562
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2007,2.098283316167639,3.5651882932380055,1.1047074336989386
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2007,2163.1921050958877,2305.899233399952,1988.8445415408607
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2019,620.6331254143923,685.3505793464266,563.0639934799384
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2009,204.31446103199733,214.93367207153528,193.39589320322403
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2008,224.6309480033145,235.31267034757826,213.76097699392272
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2008,911.1038175253741,994.8078199042163,822.8340629763
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2011,1631.567051451835,1792.9752070783934,1457.715618491162
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2006,257.3578403568424,269.3008640589123,245.43359994627332
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2011,150.5617436270219,290.323737978504,59.67869911175756
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2011,6.642168047563841,13.112124652160922,2.6781250946292365
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2011,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Tuberculosis,Rate,2012,24.903931720907536,26.927739629471947,22.92017326432992
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2019,0.16601107336317333,0.32580872954528955,0.07395537183435963
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2008,80.7055729999767,139.10738303699495,41.11200075221384
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2008,4.78029413294826,8.452656420785267,2.455249206547016
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Latent tuberculosis infection,Rate,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Tuberculosis,Rate,2019,2139.120895618801,2468.3165572808084,1870.0644971086485
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Tuberculosis,Rate,2019,389.7048936007941,445.1256116953658,359.8003582900364
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2008,43.91611302144135,69.18154855859214,25.951807747180666
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2008,9.226940217817313,15.172473782787334,4.953716925443881
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2009,38.6460926040504,60.52807789742017,23.374507114611415
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2009,8.707390406089768,14.176791939954885,4.687339850231252
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2010,35.44559040774569,54.47284684754796,21.867790758853
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2010,8.576903279978222,13.658266298290707,4.7401516340197025
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2012,1547.182060037128,1701.7587334520942,1360.1041668715407
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2009,27.713997061176162,29.89094978590183,25.415159020917514
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2009,1.57219714788407,2.7310643084485022,0.8253829020853668
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2009,1959.466999553985,2087.4956551294094,1818.0491118990665
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2010,822.8820654543752,899.0789381588859,742.3260158013857
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2010,73.10172036430174,130.8944798723506,34.921578125275715
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2010,4.618115203279776,8.049767762808768,2.3852112796327027
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Latent tuberculosis infection,Rate,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2012,144.8672018503022,284.91406554039617,55.61928257890908
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2012,6.7076164897270365,13.163106978139133,2.5693176679414007
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2012,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2008,29.32802603889506,31.611786281395524,26.85145664387297
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2008,1.821153631176046,3.146808429063455,0.967597273854099
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2008,2082.508063778075,2221.321575340622,1930.2333582818153
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2020,599.2960379696467,666.7206260201231,540.1687108338252
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2010,190.03124772915166,200.62834704065628,180.0988094384878
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2009,217.6966797866949,409.7168598916061,94.5212669213612
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2010,26.233582607293283,28.417581141245098,24.03860023762938
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2010,1.4049033090642853,2.5099776009877273,0.7339056430983691
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2010,1865.7867431949526,1993.2983734333443,1740.6510485688736
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2011,174.98487515193443,185.48549363021976,164.54771832074655
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2008,3172.1413429730837,3766.293886296558,2689.352004821402
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2009,4.198179230447035,8.634341052344633,1.6152651422806774
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2010,2876.0862924680905,3401.834941613021,2468.854567332676
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2010,213.1712450808689,400.7732612650987,92.57691589225514
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2010,4.3008718398136505,9.094421319317966,1.6300528048937346
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2008,223.3182335918322,422.91665858446015,94.9858828667169
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2020,0.155970693861901,0.31131154662831517,0.0685735775389052
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2020,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Tuberculosis,Rate,2020,2054.369070869878,2408.8874337721,1778.6905466019348
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2008,4.105351739621359,8.539413494211685,1.6489143254649488
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2009,3021.621973344442,3573.726599518828,2586.9941882476937
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Tuberculosis,Rate,2020,377.56700147488385,428.18803901212686,342.36535109880083
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2011,31.59460432711468,48.82309374981609,19.39845936227653
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2011,8.08640753311765,12.695141633097933,4.449881131704873
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2011,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2011,24.90101186943822,26.973485153037814,22.735928990972546
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2011,1.2683450668116434,2.2689445909196975,0.6580808206909278
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2011,1788.770963126422,1908.5629875948512,1670.2044625627389
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2010,561.5388028307206,606.0144086766408,514.6806530065887
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2012,753.8892560925823,831.1448792161927,676.2583189574946
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2010,48.20867024227854,85.221543039341,22.45057951682321
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2010,3.667040979204643,6.621035214836191,1.7921308911440024
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2011,2754.1314953338606,3239.4253045656947,2370.5263497270907
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2012,67.23086867431076,122.11915284086123,29.69338404782663
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2012,4.472262388166143,7.687127845020948,2.283824902495003
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Latent tuberculosis infection,Rate,2012,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2021,580.2630551870624,649.8159917640804,522.3740904522177
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2011,207.07882860481115,397.60049019694793,88.48066375859909
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2011,788.7120799369135,865.4482414798381,708.975709740849
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2009,595.9076788171743,638.6538330087658,545.252407817775
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2011,70.46141404542554,126.31989837588971,32.28215439203845
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2011,4.565160806541683,7.864184813555375,2.359406732077787
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Latent tuberculosis infection,Rate,2011,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2009,52.18656626525306,91.068818364197,25.033936222027435
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2009,3.7324959224068697,6.627059284468784,1.827443456877869
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2011,4.342243053299002,9.195027655573154,1.597270140978239
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,2011,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2012,23.523886919062075,25.49797176730803,21.625714587002296
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,2012,1.1693979737688955,2.1109817371426804,0.5991341801282924
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Tuberculosis,Rate,2012,1698.756878377157,1821.393036697141,1585.5205143138367
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Tuberculosis,Rate,2021,1976.0559023701878,2309.042316509645,1708.9836178326434
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,2013,726.4918376835863,795.0990073044187,649.1375118965701
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Tuberculosis,Rate,2021,368.0340998673666,427.2137223142396,332.80647866293157
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,2021,0.15419899316982388,0.2976714795471065,0.06719323430767324
