"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SH.DYN.AIDS.ZS","Prevalence of HIV, total (% of population ages 15-49)","Prevalence of HIV refers to the percentage of people ages 15-49 who are infected with HIV.","UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07",
